dataset_key,dataset_name,inventory_status,primary_classification,canonical_table,canonical_row_count,canonical_first_date,canonical_last_date,alternate_tables,raw_files_found,snapshot_files_found,source_proof_found,parser_found,ingestion_command_found,tests_found,requested_period_coverage,recoverable_without_download,estimated_recovery_complexity,certification_blocker,evidence,recommended_action,diagnostic_only,production_influence
delisting_history,Delisting/Suspension History,MISSING,TRULY_MISSING,,,,,,0,0,False,False,False,False,,False,HIGH,True,canonical=none; canonical_rows=unknown; alternate_tables=none; raw_files=0; snapshot_files=0; source_proof=False; parser=False; ingestion=False,Plan governed acquisition for Delisting/Suspension History.,True,False
