admitted_for_parity,deterministic,economic_candidate_id,newly_materialised,required_fields_complete,snapshot_sha256,unknown_required_field_count
true,true,c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,false,true,6a96a7e4f144d90053f8c61a7c41e5b55ff52b497b703186b845b1982474fbcd,0
