economic_candidate_id,field_path,field_state,point_in_time_valid,source_sha256,source_version
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.0.APPROVAL_POLICY,RETAINED,true,feacc7436a8f41c2d222c7451280f64b8e43fe933ee4491513c505e7c533b5c4,DSI-002A-approval-policy-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.1.CANDIDATE_FEATURES,RETAINED,true,397ce503d18d1358b732f00ae299f9666b481d084d810172bb973f15ac651a4e,DSI-002A-candidate-features-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.2.ENTRY_POLICY,RETAINED,true,a94de40a5c4a33e91f8a4e8458cab05889f5148c0f3a083caddd6db060233d4a,DSI-002A-entry-policy-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.3.EXECUTION_STATE,RETAINED,true,de8c5995559180e2822e45a55dbdc1d952b7f2b160084c10aa3524600904f848,DSI-002A-execution-state-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.4.OUTCOME_POLICY,RETAINED,true,e544860e9e2fd0124c59b40d24ed6376f9eedbf4b6a8202177e5aec715a5e786,DSI-002A-outcome-policy-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.5.PORTFOLIO_STATE,RETAINED,true,bdfaa97602867c77e10862e2efcefe6c97fd503e9b79935e2bda8bed810efaa4,DSI-002A-portfolio-state-v1
c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,sections.6.SOURCE_LINEAGE,RETAINED,true,5b39fe74c7a8233a8a99f1c1c97e9245d3d5062761587c3ff3a7dbb76b1623f9,DSI-002A-source-lineage-v1
