capture_id,default_capture_enabled,empirical_counted,first_capture,package_sha256,recommendation_count,repeated_capture,secret_detection_passed
9b8dd1322ba0473b92119b7685f4e8bf6c38e581d7bd68c5b54f52a99d02e392,false,false,NEW_CAPTURE,e56e6f04e1b8f3d2bc6055457f0431d0768901d8566c21dcec2fdc4b5f707a48,3,IDENTICAL_CAPTURE_ALREADY_EXISTS,true
