candidate_arm_count,candidate_count,currently_irrecoverable_field_count,date_count,deficit_signature,deficit_signature_id,field_count,fingerprint_critical_field_count,potentially_exactly_derivable_field_count,security_count,semantic_critical_field_count
2660,1330,15,133,adaptive_metadata|adjusted_candle_window|corporate_action_state|data_completeness|evidence_state|historical_edge|indicator_inputs|liquidity_state|market_regime|object_schema_version|raw_candle_window|recommendation_policy_version|sector_state|setup_inputs|setup_stage_inputs,eae6a31ab255fe2b7eb35b4e729dd1ad9604da767731bd5800dbade92ade860f,15,15,0,237,15
