captured,field_path,fingerprint_participation,outcome_link_participation,plan_identity_participation,required,serialization,stage_trace_participation
true,recommendations[].opportunity_cost.opportunity_cost_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opportunity_cost.percentile,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opportunity_cost.rank,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opportunity_cost.reasons,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opportunity_cost.reasons[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opportunity_cost.symbol,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opposing_evidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opposing_evidence[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opposing_evidence[].label,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opposing_evidence[].penalty_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].opposing_evidence[].rationale,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.breakout_setup_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.candle_pattern_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.candle_weight,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.conflict_penalty_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.evidence_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.liquidity_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.market_intelligence_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.market_regime_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.opportunity_cost_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.portfolio_adjustment_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.probability_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.regime_adjustment_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.relative_strength_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.retracement_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.retracement_weight,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.risk_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.sector_strength_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.strategy_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.trend_structure_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].score_breakdown.volume_confirmation_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence[].label,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence[].max_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence[].rationale,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].supporting_evidence[].score_points,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].symbol,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.aggressive_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.atr_trail,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.atr_value,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_confirmation,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_entry_trigger,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_explanation,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_invalidation_level,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_pattern,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_score,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_stop_level,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.candle_weight,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.confidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.confirmation_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.dma_200,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.dma_20_invalidation,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.dma_50,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.entry_price,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.entry_trigger_style,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.entry_zone_high,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.entry_zone_low,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.expected_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.final_exit,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.final_score,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.final_signal,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.historical_bar_count,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.holding_period_basis,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.initial_stop_loss,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.invalidation_level,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.invalidation_reason,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.maximum_chase_price,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.maximum_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.minimum_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.move_stop_to_breakeven,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.nearest_fibonacci_level,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.partial_exit,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.preferred_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.relative_volume,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.retracement_score,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.retracement_weight,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.retracement_zone,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.risk_reward_ratio,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_category,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_confidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_entry_ready,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_expectancy_status,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_name,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_quality_label,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_rationale,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_readiness_reason,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.setup_stage,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.stop_chase_price,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.support_level_used,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.swing_high,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.swing_low,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.target_1,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.target_2,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.target_3,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.trade_plan_explanation,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.trailing_stop_strategy,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.trigger_status,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.unavailable_reasons,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_plan.unavailable_reasons[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.aggressive_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.atr_trail,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.average_gain,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.average_hold_period_days,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.average_loss,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.confirmation_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.entry_ready,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.expected_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.expected_value,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.final_exit,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.historical_win_rate,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.holding_period_basis,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.initial_stop,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.maximum_chase_price,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.maximum_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.minimum_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.move_stop_to_breakeven,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.partial_exit,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.preferred_entry,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.profit_factor,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.rationale,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.readiness_reason,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.setup_category,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.setup_confidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.setup_name,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.setup_quality,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.setup_stage,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_setup.stop_chase_price,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].action,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.average_drawdown,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.average_return,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.confidence,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.expectancy,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.fill_probability,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.fill_window_days,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.median_holding_period_days,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.median_return,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.sample_size,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.stop_loss_hit_rate,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.target_1_hit_rate,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.target_2_hit_rate,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].edge_stats.target_3_hit_rate,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_high,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_low,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_zone_basis,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_zone_basis[],true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_zone_basis[].basis_type,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_zone_basis[].description,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].entry_zone_basis[].level,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].expected_holding_period,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].expected_wait_days,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].explanation,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].name,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].position_size_multiplier,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].risk_reward,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].stop_loss,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].stop_rule,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_rank,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_rank.label,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_rank.quality,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_rank.rank,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_rank.rationale,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].strategy_type,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].target_1,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].target_2,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].target_3,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].trend_invalidation_reference,true,false,false,true,CANONICAL_JSON,false
true,recommendations[].trade_strategies[].trigger_text,true,false,false,true,CANONICAL_JSON,false
true,recorded_plan_ids,false,false,true,true,CANONICAL_JSON,false
true,recorded_plan_ids[],false,false,true,true,CANONICAL_JSON,false
true,serializer_hash,false,false,false,true,CANONICAL_JSON,false
true,source_manifest,false,false,false,true,CANONICAL_JSON,false
true,source_manifest.historical_rehydration,false,false,false,true,CANONICAL_JSON,false
true,source_manifest.intelligence_application,false,false,false,true,CANONICAL_JSON,false
true,source_manifest.recommendation_engine,false,false,false,true,CANONICAL_JSON,false
true,source_manifest.snapshot_recorder,false,false,false,true,CANONICAL_JSON,false
