allocation_count,candidate_count,comparable_outcome_count,complete_stack_approval_count,new_candidate_count,population,remediation_subset_count,result,shadow_approval_count,single_gate_arm_count,trade_count
0,1,0,0,0,PRIOR_DSI004_ADMITTED_BEL,128,UNCHANGED_DSI004_BOUNDARY,0,7,0
