candidate_arm_id,economic_candidate_id,invocation_count,observation_mode,result_code,result_state,stage_id,stage_invoked,stage_order
6afb766af01a9e5dff54c50f1f716e73ec4e8596da20940ff32ff09d625c4138,81e3bdc8e6ac9607d026ecdf24dbbd3da485b9b1d42f8e67a43c83e2a3e08944,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6afb766af01a9e5dff54c50f1f716e73ec4e8596da20940ff32ff09d625c4138,81e3bdc8e6ac9607d026ecdf24dbbd3da485b9b1d42f8e67a43c83e2a3e08944,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,BASE_DECISION_REJECTED,NOT_APPLICABLE,institutional_stress,true,4
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,CANDIDATE_CONSTRUCTED,PASS,institutional_candidate_construction,true,2
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,PAYLOAD_HASH_BOUND,PASS,recorded_payload,true,8
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,RECOMMENDATION_GENERATED,PASS,recommendation,true,1
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,institutional_base_decision,true,3
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,terminal_institutional_decision,true,6
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6b211b2d4c711e8829fb039fbc47a16c260242d5fc80d3657982ce74ff696033,96443fd01c300d9ccf2be7388b473c514ce305cc7568280661b7b1071065a84a,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,BASE_DECISION_REJECTED,NOT_APPLICABLE,institutional_stress,true,4
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,CANDIDATE_CONSTRUCTED,PASS,institutional_candidate_construction,true,2
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,PAYLOAD_HASH_BOUND,PASS,recorded_payload,true,8
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,RECOMMENDATION_GENERATED,PASS,recommendation,true,1
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,institutional_base_decision,true,3
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,terminal_institutional_decision,true,6
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6b22709214a30cb952ec57299f360a60824c510c2ec468257d09f7cb07e0c83b,e37c69ebc1e1939b83799e36f71c48b25170d9f126b2f5bdf67911cb956d20af,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
