accepted,baseline_output_sha256,baseline_tamper_block_verified,candidate_identity_block_verified,deterministic_replay_verified,exact_payload_match,parity_verified,production_influence,replay_output_sha256,snapshot_identity_block_verified
True,1ad037c4a68324a9e372c721da99e719d3542cfac01732b41a05780ae1c8c581,True,True,True,True,True,False,1ad037c4a68324a9e372c721da99e719d3542cfac01732b41a05780ae1c8c581,True
