difference_class,dsi003_terminal,dsi004_terminal,economic_candidate_id,explained,symbol
EXACT_TERMINAL_PARITY,REJECT,REJECT,c0c15cb11d7cb930a5cc35aed8b14ee364fa1392a315c768ac83ddf0891f48eb,true,BEL
