candidate_identity,first_blocker,first_blocker_code,all_observed_blockers,terminal_institutional_decision,allocation_decision,attribution_complete,unexplained_terminal_decision,unexplained_stage_omission
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,institutional_base_decision,REJECT,institutional_base_decision|terminal_institutional_decision|portfolio_allocation,REJECT,SKIP,true,false,false
