arm_row_dependence,effective_date_count,effective_security_count,outcome_reuse,regime_concentration,repeated_candidate_rate,sector_concentration,setup_concentration,top_date_share,top_month_share,top_security_share
1,1,1E+1,0,1,0,1,1,1,1,0.1
