allocations,candidate_arm_packages,comparable_completed_outcomes,completed_outcomes,entries,independent_economic_candidates,known_regimes,known_sectors,known_setups,raw_adjusted_pairs,recorded_plans,terminal_approvals,unique_dates,unique_regimes,unique_sectors,unique_securities,unique_setups
0,10,0,0,0,10,0,0,1,0,10,0,1,1,1,10,1
