candidate_key,symbol,price_arm,stages_reached,stages_passed,stages_failed,stages_unknown,stages_not_applicable,stages_not_reached,first_blocking_stage,first_blocking_gate_code,all_observed_blocking_stages,all_observed_blocking_gate_codes,terminal_stage,recorded_terminal_decision,replayed_terminal_decision,decision_parity,attribution_complete,attribution_ambiguity_codes,unexplained_terminal_decision,unexplained_early_termination
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,BEL,RAW,recommendation.price_volume|recommendation.candle_pattern|recommendation.evidence_scoring|recommendation.trade_setup|recommendation.score_and_rules|recommendation.trade_plan|portfolio.allocation|terminal.reconciliation,recommendation.price_volume|recommendation.evidence_scoring|terminal.reconciliation,recommendation.trade_setup|recommendation.score_and_rules|recommendation.trade_plan|portfolio.allocation,NONE,recommendation.candle_pattern,institutional.base_decision|institutional.stress|institutional.trade_plan_optimizer,recommendation.trade_setup,ENTRY_NOT_READY,recommendation.trade_setup|recommendation.score_and_rules|recommendation.trade_plan|portfolio.allocation,ENTRY_NOT_READY|FINAL_SIGNAL_WATCHLIST|TRADE_PLAN_INCOMPLETE|ALLOCATION_SKIP,terminal.reconciliation,WATCHLIST,WATCHLIST,true,false,MISSING_INSTITUTIONAL_EVALUATOR_WIRING,false,false
